title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,era,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix
Super Giant Robot Brothers,10,United States,2022.0,,1.0,Netflix,CGI,2023.0,1.0,Streaming Era (2010+),super giant robot brothers,tt14906890,tvSeries,Super Giant Robot Brothers,Super Giant Robot Brothers,0.0,2022.0,2022.0,26.0,"Action,Adventure,Animation",6.6,252.0,0.0,0.6582278481012657,0.0,0.0003516488584382,0.2633790514551158,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Super Drags,5,Brazil,2018.0,2018.0,1.0,Netflix,Traditional,2018.0,0.0,Streaming Era (2010+),super drags,tt8912244,tvSeries,Super Drags,Super Drags,0.0,2018.0,2018.0,24.0,"Animation,Comedy,Fantasy",5.5,2041.0,0.0,0.5189873417721519,0.0,0.0029299267590369,0.2083274183986199,0,0.0,,,0.0,,0,0.5189873417721519,0.0,0.0,0.1037974683544303,0,0.0,,,,0
Super Dave: Daredevil for Hire,13,United States,1992.0,1993.0,1.0,Fox Kids,Traditional,1993.0,1.0,Golden Age (85-96),super dave: daredevil for hire,tt0437752,tvSeries,Super Dave: Daredevil for Hire,Super Dave: Daredevil for Hire,0.0,1992.0,,30.0,"Animation,Comedy,Family",6.6,217.0,0.0,0.6582278481012657,0.0,0.0003012074238262,0.2633664410964628,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Summer Memories,20,Canada,2022.0,2022.0,1.0,Family Channel,Flash,2022.0,0.0,Streaming Era (2010+),summer memories,tt16758130,tvSeries,Summer Memories,Summer Memories,0.0,2022.0,,,Animation,7.4,67.0,0.0,0.7594936708860759,0.0,8.502984691745187e-05,0.3038187258161597,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
Subway Surfers: The Animated Series,11,United States,2018.0,,1.0,YouTube,Flash,2023.0,5.0,Streaming Era (2010+),subway surfers: the animated series,tt8881732,tvSeries,Subway Surfers: The Animated Series,Subway Surfers: The Animated Series,0.0,2018.0,2019.0,17.0,"Adventure,Animation,Family",7.0,223.0,0.0,0.7088607594936708,0.0,0.0003098545269025,0.283621767429194,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0
Stunt Dawgs,40,United States,1992.0,1993.0,1.0,Syndication,Traditional,1993.0,1.0,Golden Age (85-96),stunt dawgs,tt0182640,tvSeries,Stunt Dawgs,Stunt Dawgs,0.0,1992.0,,,"Animation,Comedy,Family",7.9,50.0,0.0,0.8227848101265822,0.0,6.052972153445727e-05,0.3291290564810165,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0
Strawberry Shortcake: Berry in the Big City,26,United States,2021.0,,1.0,YouTube,Flash,2023.0,2.0,Streaming Era (2010+),strawberry shortcake: berry in the big city,tt7996132,tvSeries,Strawberry Shortcake: Berry in the Big City,Strawberry Shortcake: Berry in the Big City,0.0,2021.0,,,"Animation,Family",4.7,290.0,0.0,0.4177215189873418,0.0,0.0004064138445884,0.1671902110560838,0,0.0,,,0.0,,0,0.4177215189873418,0.0,0.0,0.0835443037974683,0,40.039,7.0,9.0,1 Seasons,1
Stoppit and Tidyup,13,United Kingdom,1988.0,1988.0,1.0,BBC One,Traditional,1988.0,0.0,Golden Age (85-96),stoppit and tidyup,tt0426798,tvSeries,Stoppit and Tidyup,Stoppit and Tidyup,0.0,1988.0,1988.0,5.0,"Animation,Family,Short",7.5,145.0,0.0,0.7721518987341771,0.0,0.00019744218691,0.3089101200403983,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Stone Protectors,13,United States,1993.0,1993.0,1.0,Syndication,Traditional,1993.0,0.0,Golden Age (85-96),stone protectors,tt0189311,tvSeries,Stone Protectors,Stone Protectors,0.0,1993.0,,,"Action,Animation,Family",6.6,61.0,0.0,0.6582278481012657,0.0,7.638274384110084e-05,0.2633102349264665,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Stitch & Ai,13,China,2017.0,2017.0,1.0,"CCTV-1, CCTV-14","Traditional (3 episodes), Flash(?)",2017.0,0.0,Streaming Era (2010+),stitch & ai,tt7664318,tvSeries,Stitch & Ai,An Ling Yu Shi Di Qi,0.0,2017.0,2017.0,23.0,"Action,Animation,Comedy",6.2,92.0,0.0,0.6075949367088607,0.0,0.0001210594430689,0.2430682395443115,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Station Zero,20,United States,1999.0,1999.0,1.0,MTV,Traditional,1999.0,0.0,Modern (97-09),station zero,tt0398572,tvSeries,Station Zero,Station Zero,0.0,1999.0,1999.0,30.0,"Animation,Comedy,Music",6.6,27.0,0.0,0.6582278481012657,0.0,2.738249307511162e-05,0.2632979848637751,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Take Two with Phineas and Ferb,21,United States,2010.0,2013.0,1.0,Disney Channel,Traditional,2013.0,3.0,Streaming Era (2010+),take two with phineas and ferb,tt1887491,tvSeries,Take Two with Phineas and Ferb,Take Two with Phineas and Ferb,0.0,2010.0,2011.0,2.0,"Animation,Comedy,Family",6.1,504.0,0.0,0.5949367088607593,0.0,0.000714827187645,0.238153390341215,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,0.0,,,,0
Taina and the Amazon's Guardians,26,Brazil,2018.0,,1.0,Nickelodeon,CGI,2023.0,5.0,Streaming Era (2010+),taina and the amazon's guardians,tt9560964,tvSeries,Taina and the Amazon's Guardians,Tainá e os Guardiões da Amazônia,0.0,2018.0,2022.0,,Animation,8.8,75.0,0.0,0.9367088607594936,0.0,9.655931768591992e-05,0.3747076841332189,1,0.0,,,0.0,,0,0.9367088607594936,0.0,0.0,0.1873417721518987,1,0.0,,,,0
Sym-Bionic Titan,20,United States,2010.0,2011.0,1.0,Cartoon Network,Traditional,2011.0,1.0,Streaming Era (2010+),sym-bionic titan,tt1709198,tvSeries,Sym-Bionic Titan,Sym-Bionic Titan,0.0,2010.0,2011.0,,"Action,Adventure,Animation",8.1,3745.0,0.0,0.8481012658227846,0.0,0.0053857040327206,0.340586932337294,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,30.293,8.444,162.0,1 Seasons,1
Sylvanian Families,13,United States,1987.0,1987.0,1.0,Syndication,Traditional,1987.0,0.0,Golden Age (85-96),sylvanian families,tt0854615,tvSeries,Sylvanian Families,Sylvanian Families,0.0,1987.0,1988.0,25.0,"Animation,Family,Fantasy",7.9,87.0,0.0,0.8227848101265822,0.0,0.0001138535238386,0.3291423874315925,1,8.0,4.61,0.0,50.0,True,1,0.8227848101265822,0.0010298661174047,0.0,0.165123388389889,1,0.0,,,,0
Sylvan,65,Spain,1995.0,1995.0,1.0,TV3,Traditional,1995.0,0.0,Golden Age (85-96),sylvan,tt3694782,tvSeries,Sylvan,Sylvan,0.0,1995.0,1996.0,,"Adventure,Animation,Fantasy",7.0,81.0,0.0,0.7088607594936708,0.0,0.0001052064207622,0.2835706054026589,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0
Swamp Thing,5,United States,1990.0,1991.0,1.0,Fox Kids,Traditional,1991.0,1.0,Golden Age (85-96),swamp thing,tt0098919,tvSeries,Swamp Thing,Swamp Thing,0.0,1990.0,1993.0,30.0,"Horror,Sci-Fi",6.3,1223.0,0.0,0.6202531645569619,0.0,0.001751038372961,0.248539025416025,0,2.0,4.65,0.0,50.0,True,1,0.6202531645569619,0.0010298661174047,0.0,0.1246170592759649,0,0.0,,,,0
Supernatural Academy,16,United States,2022.0,,1.0,Peacock,CGI,2023.0,1.0,Streaming Era (2010+),supernatural academy,tt11237876,tvSeries,Supernatural Academy,Supernatural Academy,0.0,2022.0,2022.0,23.0,"Adventure,Animation,Drama",6.9,1231.0,0.0,0.6962025316455696,0.0,0.0017625678437295,0.2789216546191602,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,36.957,7.72,25.0,1 Seasons,1
Superman,13,United States,1988.0,1988.0,1.0,CBS,Traditional,1988.0,0.0,Golden Age (85-96),superman,tt0213370,tvSeries,Superman,Superman,0.0,1988.0,1988.0,30.0,"Action,Adventure,Animation",7.0,1242.0,0.0,0.7088607594936708,0.0,0.0017784208660361,0.2839889090139774,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0
Super Wish,10,Canada,2022.0,,1.0,YTV,Flash,2023.0,1.0,Streaming Era (2010+),super wish,tt14779066,tvSeries,Super Wish,Super Wish,0.0,2022.0,,22.0,Animation,8.5,43.0,0.0,0.8987341772151897,0.0,5.0441434612047726e-05,0.3595062812447289,1,0.0,,,0.0,,0,0.8987341772151897,0.0,0.0,0.1797468354430379,1,35.705,0.0,0.0,1 Seasons,1
Super Mario World,13,Coproduction,1991.0,1992.0,1.0,NBC,Traditional,1992.0,1.0,Golden Age (85-96),super mario world,tt0167552,tvSeries,Super Mario World,Super Mario World,0.0,1991.0,1991.0,30.0,"Adventure,Animation,Comedy",6.5,1587.0,0.0,0.6455696202531644,0.0,0.0022756292929263,0.2587967554244974,0,5.0,4.62,0.0,500.0,True,1,0.6455696202531644,0.0102986611740473,0.0,0.1347781876963589,0,0.0,,,,0
As Aventuras de Fujiwara Manchester,13,Brazil,2017.0,2017.0,1.0,TV Cultura,CGI,2017.0,0.0,Streaming Era (2010+),as aventuras de fujiwara manchester,tt6776162,tvSeries,As Aventuras de Fujiwara Manchester,As Aventuras de Fujiwara Manchester,0.0,2017.0,,,Animation,8.2,49.0,0.0,0.8607594936708859,0.0,5.908853768839877e-05,0.3443185696027764,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,0.0,,,,0
Argai: The Prophecy,26,France,2000.0,2000.0,1.0,TFI,Traditional,2000.0,0.0,Modern (97-09),argai: the prophecy,tt0443301,tvSeries,Argai: The Prophecy,Argaï: La prophétie,0.0,2000.0,2001.0,24.0,"Adventure,Animation,Sci-Fi",8.0,267.0,0.0,0.8354430379746834,0.0,0.0003732666161291,0.3342705318439057,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0
Archie's Weird Mysteries,40,Coproduction,1999.0,2000.0,1.0,"PAX, M6",Traditional,2000.0,1.0,Modern (97-09),archie's weird mysteries,tt0229878,tvSeries,Archie's Weird Mysteries,Archie's Weird Mysteries,0.0,1999.0,2000.0,30.0,"Action,Adventure,Animation",7.3,958.0,0.0,0.7468354430379746,0.0,0.0013691246537555,0.2990764583786287,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0
Archibald the Koala,52,Ireland,1998.0,2000.0,1.0,RTE,Traditional,2000.0,2.0,Modern (97-09),archibald the koala,tt2435022,tvSeries,Archibald the Koala,Archibald the Koala,0.0,1998.0,2000.0,,"Adventure,Animation,Family",7.8,74.0,0.0,0.8101265822784809,0.0,9.511813383986144e-05,0.3240744124448523,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0
Arcane,9,United States,2021.0,,1.0,Netflix,CGI,2023.0,2.0,Streaming Era (2010+),arcane,tt11126994,tvSeries,Arcane,Arcane: League of Legends,0.0,2021.0,2024.0,40.0,"Action,Adventure,Animation",9.0,443021.0,0.0,0.962025316455696,0.0,0.6384631791939172,0.5444259213807577,1,0.0,,,0.0,,0,0.962025316455696,0.0,0.0,0.1924050632911392,1,191.815,8.8,4932.0,1 Seasons,1
The World of Tosh,26,Sweden,2002.0,2003.0,1.0,"SVT1, SVT2",Traditional,2003.0,1.0,Modern (97-09),the world of tosh,tt0386992,tvSeries,The World of Tosh,Sune och hans värld,0.0,2002.0,,30.0,"Animation,Comedy,Family",6.4,111.0,0.0,0.6329113924050632,0.0,0.000148441936144,0.2532016674460612,0,6.0,4.57,247.0,350.0,True,1,0.6329113924050632,0.0072090628218331,0.0021375657712545,0.1310816544758345,0,0.0,,,,0
Junglies,13,United Kingdom,1992.0,1993.0,1.0,"Cartoon Network, BabyFirstTV",Traditional,1993.0,1.0,Golden Age (85-96),junglies,tt1784050,tvSeries,Junglies,Junglies,0.0,1991.0,,5.0,"Animation,Drama,Family",8.4,29.0,1.0,0.8860759493670886,0.0,3.026486076722864e-05,0.3544379459620272,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0
Talking Tom Heroes,52 (50 released so far),Coproduction,2019.0,,1.0,YouTube,Flash,2023.0,4.0,Streaming Era (2010+),talking tom heroes,tt12929402,tvSeries,Talking Tom Heroes,Talking Tom Heroes,0.0,2019.0,2021.0,22.0,"Animation,Comedy",6.7,35.0,0.0,0.670886075949367,0.0,3.891196384357968e-05,0.2683641583707077,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
Talking Friends,10,United States,2012.0,2012.0,1.0,YouTube,CGI,2012.0,0.0,Streaming Era (2010+),talking friends,tt4448216,tvSeries,Talking Friends,Talking Friends,0.0,2012.0,2012.0,,Animation,7.7,109.0,0.0,0.7974683544303797,0.0,0.0001455595684519,0.3190237316642648,0,2.0,4.4,0.0,0.0,True,1,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0
TaleSpin,65,United States,1990.0,1991.0,1.0,"The Disney Channel, Syndication",Traditional,1991.0,1.0,Golden Age (85-96),talespin,tt0098924,tvSeries,TaleSpin,TaleSpin,0.0,1990.0,1991.0,30.0,"Action,Adventure,Animation",7.5,17145.0,0.0,0.7721518987341771,0.0,0.0246975675699046,0.315035151386147,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Angry Birds Blues,30,Finland,2017.0,2017.0,1.0,Toons.TV,CGI,2017.0,0.0,Streaming Era (2010+),angry birds blues,tt6613034,tvSeries,Angry Birds Blues,Angry Birds Blues,0.0,2017.0,2022.0,2.0,"Adventure,Animation,Comedy",6.5,325.0,0.0,0.6455696202531644,0.0,0.0004568552792005,0.2583420619210659,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0
Angelmouse,26,United Kingdom,1999.0,2000.0,1.0,"CBBC, CBeebies, Cartoonito",Traditional,2000.0,1.0,Modern (97-09),angelmouse,tt0273329,tvSeries,Angelmouse,Angelmouse,0.0,1999.0,2000.0,5.0,"Animation,Family,Fantasy",7.3,49.0,0.0,0.7468354430379746,0.0,5.908853768839877e-05,0.2987489493496119,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0
Anatole,26,Canada,1998.0,2000.0,1.0,CBS,Traditional,2000.0,2.0,Modern (97-09),anatole,tt0209536,tvSeries,Anatole,Anatole,0.0,1998.0,1999.0,30.0,"Animation,Family",7.4,59.0,0.0,0.7594936708860759,0.0,7.350037614898383e-05,0.3038158434484676,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
The Super Mario Bros. Super Show!,65,United States,1989.0,1990.0,1.0,Syndication,Traditional,1990.0,1.0,Golden Age (85-96),the super mario bros. super show!,tt0096707,tvSeries,The Super Mario Bros. Super Show!,The Super Mario Bros. Super Show!,0.0,1989.0,1989.0,30.0,"Action,Adventure,Animation",6.3,5399.0,0.0,0.6202531645569619,0.0,0.0077694221141014,0.2500436213513101,0,16.0,3.5,503.0,5950.0,True,1,0.6202531645569619,0.1225540679711637,0.004353018554417,0.1925436249341367,1,0.0,,,,0
Alva's World,TBA,Ireland,2021.0,2021.0,1.0,"Netflix (United States), RTÉjr (Ireland)",Traditional,2021.0,0.0,Streaming Era (2010+),alva's world,tt15568818,tvSeries,Alva's World,Alva's World,0.0,2021.0,,,Animation,8.1,15.0,0.0,0.8481012658227846,0.0,1.0088286922409543e-05,0.3392430284008444,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0
The Summoner,6,United States,2021.0,,1.0,Syfy,Flash,2023.0,2.0,Streaming Era (2010+),the summoner,tt13018040,tvSeries,The Summoner,The Summoner,0.0,2021.0,,,"Animation,Comedy,Short",6.2,22.0,0.0,0.6075949367088607,0.0,2.0176573844819093e-05,0.2430430188270054,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Anne of Green Gables: The Animated Series,26,Canada,2001.0,2002.0,1.0,PBS Kids,Traditional,2002.0,1.0,Modern (97-09),anne of green gables: the animated series,tt0283705,tvSeries,Anne of Green Gables: The Animated Series,Anne of Green Gables: The Animated Series,0.0,2001.0,,,"Animation,Drama,Family",6.4,252.0,0.0,0.6329113924050632,0.0,0.0003516488584382,0.2532524691766348,0,0.0,,,0.0,,0,0.6329113924050632,0.0,0.0,0.1265822784810126,0,0.0,,,,0
Anna & Friends,78,France,2022.0,,1.0,France 5,CGI,2023.0,1.0,Streaming Era (2010+),anna & friends,tt22795410,tvSeries,Anna & Friends,Anna & Friends,0.0,2022.0,,,Animation,7.6,17.0,0.0,0.7848101265822783,0.0,1.2970654614526556e-05,0.313927293296565,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0
The Wacky World of Tex Avery,65,Coproduction,1997.0,1997.0,1.0,"Syndication, M6",Traditional,1997.0,0.0,Modern (97-09),the wacky world of tex avery,tt0136680,tvSeries,The Wacky World of Tex Avery,The Wacky World of Tex Avery,0.0,1997.0,1998.0,30.0,"Animation,Comedy,Family",4.8,697.0,0.0,0.430379746835443,0.0,0.0009929756699343,0.1724001426516608,0,0.0,,,0.0,,0,0.430379746835443,0.0,0.0,0.0860759493670886,0,0.0,,,,0
The VeggieTales Show,8,United States,2019.0,,1.0,TBNWTIU,CGI,2023.0,4.0,Streaming Era (2010+),the veggietales show,tt10233662,tvSeries,The VeggieTales Show,The VeggieTales Show,0.0,2019.0,2022.0,,"Animation,Comedy,Family",7.6,116.0,0.0,0.7848101265822783,0.0,0.0001556478553743,0.3139629625967549,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0
The Unstoppable Yellow Yeti,50,Coproduction,2022.0,,1.0,"Disney Channel, Yle Areena",Toon-Boom,2023.0,1.0,Streaming Era (2010+),the unstoppable yellow yeti,tt15510220,tvSeries,The Unstoppable Yellow Yeti,The Unstoppable Yellow Yeti,0.0,2022.0,,11.0,"Adventure,Animation,Comedy",7.3,67.0,0.0,0.7468354430379746,0.0,8.502984691745187e-05,0.2987554346769192,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,31.421,4.5,2.0,1 Seasons,1
The Treacle People,13,United Kingdom,1996.0,1997.0,1.0,CITV,Traditional,1997.0,1.0,Golden Age (85-96),the treacle people,tt0862631,tvSeries,The Treacle People,The Treacle People,0.0,1996.0,1997.0,10.0,"Animation,Comedy,Family",8.7,39.0,0.0,0.924050632911392,0.0,4.46766992278137e-05,0.3696314223393638,1,0.0,,,0.0,,0,0.924050632911392,0.0,0.0,0.1848101265822784,1,0.0,,,,0
Fennec,26,France,1998.0,2003.0,1.0,"Playhouse Disney, France 3",Traditional,2003.0,5.0,Modern (97-09),fennec,tt5094992,tvSeries,Fennec,Fennec,0.0,1997.0,,,Animation,8.0,11.0,1.0,0.8354430379746834,0.0,4.32355153817552e-06,0.3341782960777579,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0
The Freak Brothers,8,United States,2021.0,,1.0,Tubi,Flash,2023.0,2.0,Streaming Era (2010+),the freak brothers,tt10627334,tvSeries,The Freak Brothers,The Freak Brothers,0.0,2020.0,,25.0,"Adventure,Animation,Comedy",6.0,1277.0,1.0,0.5822784810126581,0.0,0.0018288623006482,0.2333686079802253,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
Endangered Species,26,Canada,2015.0,2015.0,1.0,"Teletoon (Canada), CBBC (United Kingdom), TG4 (Ireland), Boomerang (Australia)",CGI,2015.0,0.0,Streaming Era (2010+),endangered species,tt4406352,tvSeries,Endangered Species,Endangered Species,0.0,2014.0,2015.0,22.0,"Animation,Comedy,Family",5.8,114.0,1.0,0.5569620253164557,0.0,0.0001527654876822,0.2228230014985028,0,1.0,4.6,0.0,1000.0,True,1,0.5569620253164557,0.0205973223480947,0.0,0.1227209323547432,0,23.007,7.0,2.0,1 Seasons,1
Ella the Elephant,52,Canada,2013.0,2014.0,1.0,TVOKids,CGI,2014.0,1.0,Streaming Era (2010+),ella the elephant,tt1853955,tvSeries,Ella the Elephant,Ella,0.0,2012.0,,11.0,"Animation,Family",6.7,68.0,1.0,0.670886075949367,0.0,8.647103076351038e-05,0.2683760481374377,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,30.403,0.0,0.0,1 Seasons,1
"Like, Share, Die",16,United States,2015.0,2015.0,1.0,Fusion TV,Flash,2015.0,0.0,Streaming Era (2010+),"like, share, die",tt4183398,tvSeries,"Like, Share, Die","Like, Share, Die",0.0,2014.0,2015.0,,"Animation,Comedy",6.1,38.0,1.0,0.5949367088607593,0.0,4.323551538175519e-05,0.2379854924231491,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,0.0,,,,0
The Beachbuds,52,Canada,2022.0,,1.0,Disney+ / Discovery Kids,CGI,2023.0,1.0,Streaming Era (2010+),the beachbuds,tt9741574,tvSeries,The Beachbuds,The Beachbuds,0.0,2021.0,,11.0,"Adventure,Animation,Comedy",8.1,42.0,1.0,0.8481012658227846,0.0,4.900025076598922e-05,0.3392527563918053,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0
Alma's Way,18,Coproduction,2021.0,,1.0,PBS Kids,Traditional,2023.0,2.0,Streaming Era (2010+),alma's way,tt14120830,tvSeries,Alma's Way,Alma's Way,0.0,2021.0,,22.0,"Animation,Family",7.6,147.0,0.0,0.7848101265822783,0.0,0.0002003245546021,0.3139741317715618,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0
All-New Dennis the Menace,13,United States,1993.0,1993.0,1.0,CBS,Traditional,1993.0,0.0,Golden Age (85-96),all-new dennis the menace,tt0287192,tvSeries,All-New Dennis the Menace,All-New Dennis the Menace,0.0,1993.0,1993.0,,"Animation,Comedy,Family",6.5,184.0,0.0,0.6455696202531644,0.0,0.0002536483569062,0.2582912601904923,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0
Alisa Knows What to Do!,24,Russia,2013.0,2016.0,1.0,"STS, Karusel",CGI,2016.0,3.0,Streaming Era (2010+),alisa knows what to do!,tt3772478,tvSeries,Alisa Knows What to Do!,"Alisa znaet, chto delat!",0.0,2013.0,,,"Adventure,Animation,Family",5.9,73.0,0.0,0.569620253164557,0.0,9.367694999380292e-05,0.2278715205033212,0,0.0,,,0.0,,0,0.569620253164557,0.0,0.0,0.1139240506329114,0,0.0,,,,0
Alienators: Evolution Continues,26,United States,2001.0,2002.0,1.0,Fox Kids,Traditional,2002.0,1.0,Modern (97-09),alienators: evolution continues,tt0303419,tvSeries,Alienators: Evolution Continues,Alienators: Evolution Continues,0.0,2001.0,2002.0,30.0,"Action,Animation,Comedy",5.6,211.0,0.0,0.5316455696202531,0.0,0.0002925603207498,0.2127313679282887,0,0.0,,,0.0,,0,0.5316455696202531,0.0,0.0,0.1063291139240506,0,0.0,,,,0
Alien Racers,26,Coproduction,2005.0,2005.0,1.0,Fox,CGI,2005.0,0.0,Modern (97-09),alien racers,tt0475899,tvSeries,Alien Racers,Alien Racers,0.0,2005.0,,30.0,"Adventure,Animation,Sci-Fi",7.2,46.0,0.0,0.7341772151898733,0.0,5.476498615022324e-05,0.2936845773224869,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
Alice's Wonderland Bakery,18,United States,2022.0,,1.0,Disney Junior,CGI,2023.0,1.0,Streaming Era (2010+),alice's wonderland bakery,tt14786700,tvSeries,Alice's Wonderland Bakery,Alice's Wonderland Bakery,0.0,2022.0,2024.0,22.0,"Action,Adventure,Animation",6.1,368.0,0.0,0.5949367088607593,0.0,0.000518826184581,0.238104390090449,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,120.311,6.0,7.0,1 Seasons,1
Alfred J. Kwak,52,Coproduction,1989.0,1991.0,1.0,TV Tokyo,Traditional,1991.0,2.0,Golden Age (85-96),alfred j. kwak,tt0098737,tvSeries,Alfred J. Kwak,Alfred J. Kwak,0.0,1989.0,1991.0,25.0,"Adventure,Animation,Drama",7.8,2741.0,0.0,0.8101265822784809,0.0,0.0039387554512778,0.3250353217742118,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0
Alabama Jackson,TBA,United States,2022.0,2022.0,1.0,YouTube,Stop Motion,2022.0,0.0,Streaming Era (2010+),alabama jackson,tt18257758,tvSeries,Alabama Jackson,Alabama Jackson,0.0,2022.0,,,Animation,8.2,88.0,0.0,0.8607594936708859,0.0,0.0001152947076846,0.3443326211452756,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,0.0,,,,0
Doodlez,50,Canada,2002.0,2004.0,1.0,Teletoon,Flash,2004.0,2.0,Modern (97-09),doodlez,tt0489596,tvSeries,Doodlez,Doodlez,0.0,2001.0,2003.0,2.0,"Animation,Comedy,Short",7.2,135.0,1.0,0.7341772151898733,0.0,0.0001830303484494,0.2937166436630616,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
Dodo,20,United Kingdom,2022.0,,1.0,Cartoon Network / HBO Max,Flash,2023.0,1.0,Streaming Era (2010+),dodo,tt14968392,tvSeries,Dodo,Dodo,0.0,2021.0,,,"Animation,Comedy",8.0,82.0,1.0,0.8354430379746834,0.0,0.0001066476046083,0.3342038770910255,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0
3 Amigonauts,26,Canada,2017.0,2017.0,1.0,"YTV (Canada), Pop (British)",Flash,2017.0,0.0,Streaming Era (2010+),3 amigonauts,tt7247724,tvSeries,3 Amigonauts,3 Amigonauts,0.0,2017.0,,22.0,Animation,6.3,61.0,0.0,0.6202531645569619,0.0,7.638274384110084e-05,0.248120361508745,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0
