title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,era,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix
Jumanji,40,United States,1996.0,1999.0,3.0,UPN,Traditional,1999.0,3.0,Golden Age (85-96),jumanji,tt0115228,tvSeries,Jumanji,Jumanji,0.0,1996.0,1999.0,22.0,"Action,Adventure,Animation",6.4,2355.0,0.0,0.6329113924050632,0.0625,0.0033824584866993,0.2758851715837001,0,0.0,,,0.0,,0,0.6329113924050632,0.0,0.0,0.1265822784810126,0,0.0,,,,0
Justin Time,78,Canada,2011.0,2011.0,3.0,Sprout,CGI,2011.0,0.0,Streaming Era (2010+),justin time,tt1870073,tvSeries,Justin Time,Justin Time,0.0,2011.0,2017.0,22.0,"Adventure,Animation,Comedy",6.7,302.0,0.0,0.670886075949367,0.0625,0.0004237080507412,0.2903353573924321,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,56.017,6.2,8.0,1 Seasons,1
House of Mouse,52,United States,2001.0,2003.0,3.0,Toon Disney,Traditional,2003.0,2.0,Modern (97-09),house of mouse,tt0272388,tvSeries,House of Mouse,House of Mouse,0.0,2001.0,2003.0,30.0,"Animation,Comedy,Family",7.5,5234.0,0.0,0.7721518987341771,0.0625,0.0075316267795017,0.3326186661885463,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Pound Puppies,65,Coproduction,2010.0,2013.0,3.0,"YTV, The Hub",Flash,2013.0,3.0,Streaming Era (2010+),pound puppies,tt1761811,tvSeries,Pound Puppies,Pound Puppies,0.0,2010.0,2013.0,,"Adventure,Animation,Comedy",6.2,729.0,0.0,0.6075949367088607,0.0625,0.0010390935530081,0.2651727480717963,0,8.0,3.6,0.0,400.0,True,1,0.6075949367088607,0.0082389289392378,0.0,0.1260503982583529,0,176.291,5.2,10.0,1 Seasons,1
Raa Raa the Noisy Lion,79,United Kingdom,2011.0,2018.0,3.0,CBeebies,Stop Motion,2018.0,7.0,Streaming Era (2010+),raa raa the noisy lion,tt2021826,tvSeries,Raa Raa the Noisy Lion,Raa Raa the Noisy Lion,0.0,2011.0,2018.0,10.0,"Animation,Family",6.4,168.0,0.0,0.6329113924050632,0.0625,0.0002305894153693,0.2750972043158676,0,0.0,,,0.0,,0,0.6329113924050632,0.0,0.0,0.1265822784810126,0,35.109,0.0,0.0,1 Seasons,1
Ranger Rob,66,Canada,2016.0,2021.0,3.0,"Treehouse TV (Canada), Tiny Pop (United Kingdom), Nat Geo Kids (Latin American)",CGI,2021.0,5.0,Streaming Era (2010+),ranger rob,tt6313984,tvSeries,Ranger Rob,Ranger Rob,0.0,2016.0,,24.0,"Animation,Family,Fantasy",5.9,66.0,0.0,0.569620253164557,0.0625,8.358866307139338e-05,0.2497439984315906,0,1.0,4.7,0.0,0.0,True,1,0.569620253164557,0.0,0.0,0.1139240506329114,0,81.717,1.0,1.0,1 Seasons,1
Rapunzel's Tangled Adventure,60,United States,2017.0,2020.0,3.0,Disney Channel,Toon Boom Harmony,2020.0,3.0,Streaming Era (2010+),rapunzel's tangled adventure,tt4902964,tvSeries,Rapunzel's Tangled Adventure,Tangled: The Series,0.0,2017.0,2020.0,21.0,"Action,Adventure,Animation",7.7,4278.0,0.0,0.7974683544303797,0.0625,0.0061538550226698,0.3424008055278193,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,144.159,7.276,87.0,1 Seasons,1
Rastamouse,104,United Kingdom,2011.0,2015.0,3.0,CBeebies,Stop Motion,2015.0,4.0,Streaming Era (2010+),rastamouse,tt1770211,tvSeries,Rastamouse,Rastamouse,0.0,2011.0,,11.0,Animation,7.5,208.0,0.0,0.7721518987341771,0.0625,0.0002882367692117,0.3308078186859737,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,23.712,8.8,5.0,1 Seasons,1
Cédric,52,France,2001.0,2001.0,3.0,Canal J,Traditional,2001.0,0.0,Modern (97-09),cédric,tt0414729,tvSeries,Cédric,Cédric,0.0,2001.0,,13.0,"Animation,Comedy,Family",7.6,823.0,0.0,0.7848101265822783,0.0625,0.0011745648345376,0.3360926918415457,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0
Chaotic,79,Coproduction,2006.0,2011.0,3.0,4Kids TV,Flash,2011.0,5.0,Modern (97-09),chaotic,tt0850635,tvSeries,Chaotic,Chaotic,0.0,2006.0,2010.0,30.0,"Adventure,Animation,Family",6.7,921.0,0.0,0.670886075949367,0.0625,0.0013158008514514,0.2905583805926096,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
Charlie and Lola,78,United Kingdom,2005.0,2009.0,3.0,"CBeebies (United Kingdom), Discovery Kids (Latin American)",Flash,2009.0,4.0,Modern (97-09),charlie and lola,tt0487813,tvSeries,Charlie and Lola,Charlie and Lola,0.0,2005.0,2008.0,22.0,"Animation,Family",6.6,3029.0,0.0,0.6582278481012657,0.0625,0.0043538163989427,0.2862545933402419,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Doki,76,Canada,2013.0,2019.0,3.0,Discovery Kids,Flash,2019.0,6.0,Streaming Era (2010+),doki,tt3648112,tvSeries,Doki,Doki,0.0,2009.0,2019.0,11.0,"Adventure,Animation,Family",7.7,289.0,4.0,0.7974683544303797,0.0625,0.0004049726607424,0.3409635849373374,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0
Yvon of the Yukon,52,Canada,1999.0,2004.0,3.0,YTV,Traditional,2004.0,5.0,Modern (97-09),yvon of the yukon,tt0233129,tvSeries,Yvon of the Yukon,Yvon of the Yukon,0.0,1999.0,2003.0,30.0,"Animation,Comedy",6.6,571.0,0.0,0.6582278481012657,0.0625,0.0008113865053309,0.285368985866839,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Zeroman,39,Canada,2004.0,2005.0,3.0,Teletoon,Traditional,2005.0,1.0,Modern (97-09),zeroman,tt0398615,tvSeries,Zeroman,Zeroman,0.0,2004.0,2005.0,,"Action,Animation,Comedy",6.0,241.0,0.0,0.5822784810126581,0.0625,0.0003357958361316,0.2548703413640961,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
Zig & Sharko,234,France,2010.0,2020.0,3.0,"Canal+, TF1, Gulli, Boomerang Africa, Disney XD (season 2)","Traditional (Season 1), Flash",2020.0,10.0,Streaming Era (2010+),zig & sharko,tt2046005,tvSeries,Zig & Sharko,Zig & Sharko,0.0,2010.0,,7.0,"Adventure,Animation,Comedy",6.8,1492.0,0.0,0.6835443037974682,0.0625,0.0021387168275508,0.295827400725875,0,0.0,,,0.0,,0,0.6835443037974682,0.0,0.0,0.1367088607594936,0,0.0,,,,0
The Silver Brumby,39,Australia,1994.0,1998.0,3.0,Network Ten,Traditional,1998.0,4.0,Golden Age (85-96),the silver brumby,tt0343306,tvSeries,The Silver Brumby,The Silver Brumby,0.0,1998.0,1998.0,25.0,"Adventure,Animation",7.7,190.0,4.0,0.7974683544303797,0.0625,0.0002622954599826,0.3409279156371475,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0
"China, IL",30,United States,2011.0,2015.0,3.0,Adult Swim,Flash,2015.0,4.0,Streaming Era (2010+),"china, il",tt2058221,tvSeries,"China, IL","China, IL",0.0,2008.0,2015.0,22.0,"Animation,Comedy",7.1,2720.0,3.0,0.721518987341772,0.0625,0.0039084905905106,0.3114597175843364,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,115.443,6.9,23.0,1 Seasons,1
Tabaluga,78,Coproduction,1997.0,2004.0,3.0,Seven Network,Traditional,2004.0,7.0,Modern (97-09),tabaluga,tt0193549,tvSeries,Tabaluga,Tabaluga,0.0,1994.0,2004.0,22.0,"Animation,Comedy,Drama",6.1,589.0,3.0,0.5949367088607593,0.0625,0.0008373278145599,0.2600590154979437,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,0.0,,,,0
YooHoo to the Rescue,52[38][39],Coproduction,2019.0,2020.0,3.0,Netflix,CGI,2020.0,1.0,Streaming Era (2010+),yoohoo to the rescue,tt9817288,tvSeries,YooHoo to the Rescue,YooHoo to the Rescue,0.0,2019.0,,,"Animation,Family",6.6,79.0,0.0,0.6582278481012657,0.0625,0.0001023240530701,0.2851917202537738,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Rex the Runt,26,United Kingdom,1998.0,2001.0,2.0,BBC Two,"Stop-Motion, Live-Action",2001.0,3.0,Modern (97-09),rex the runt,tt0135104,tvSeries,Rex the Runt,Rex the Runt,0.0,1991.0,2005.0,10.0,"Animation,Comedy",7.9,429.0,7.0,0.8227848101265822,0.03125,0.0006067383991906,0.3402031086504305,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0
ChalkZone,42,United States,2002.0,2008.0,2.0,Nickelodeon,Traditional,2008.0,6.0,Modern (97-09),chalkzone,tt0235916,tvSeries,ChalkZone,ChalkZone,0.0,1998.0,2009.0,22.0,"Adventure,Animation,Comedy",6.5,4123.0,4.0,0.6455696202531644,0.03125,0.0059304715265307,0.2706479659828985,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0
Toad Patrol,26,Canada,1999.0,2002.0,2.0,Teletoon,Traditional,2002.0,3.0,Modern (97-09),toad patrol,tt0428176,tvSeries,Toad Patrol,Toad Patrol,0.0,2002.0,,30.0,"Adventure,Animation,Family",7.8,147.0,3.0,0.8101265822784809,0.03125,0.0002003245546021,0.3350382140500428,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0
The Adventures of Don Coyote and Sancho Panda,26,United States,1990.0,1991.0,2.0,Syndication,Traditional,1991.0,1.0,Golden Age (85-96),the adventures of don coyote and sancho panda,tt0198047,tvSeries,The Adventures of Don Coyote and Sancho Panda,The Adventures of Don Coyote and Sancho Panda,0.0,1990.0,1993.0,30.0,"Adventure,Animation,Comedy",6.9,132.0,0.0,0.6962025316455696,0.03125,0.0001787067969112,0.2894631893574556,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
The Addams Family,21,United States,1992.0,1993.0,2.0,ABC,Traditional,1993.0,1.0,Golden Age (85-96),the addams family,tt0222517,tvSeries,The Addams Family,The Addams Family,0.0,1992.0,1993.0,30.0,"Adventure,Animation,Comedy",7.0,3027.0,0.0,0.7088607594936708,0.03125,0.0043509340312506,0.2955695373052809,0,4.0,4.38,0.0,50.0,True,1,0.7088607594936708,0.0010298661174047,0.0,0.1423385782633067,0,0.0,,,,0
Team Zenko Go,22,United States,2022.0,,2.0,Netflix,CGI,2023.0,1.0,Streaming Era (2010+),team zenko go,tt18274176,tvSeries,Team Zenko Go,Team Zenko Go,0.0,2022.0,2022.0,24.0,"Action,Adventure,Animation",7.4,103.0,0.0,0.7594936708860759,0.03125,0.0001369124653755,0.3147691964707743,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
Zip Zip,104,France,2015.0,,2.0,"France 3, Disney Channel",Flash,2023.0,8.0,Streaming Era (2010+),zip zip,tt5109144,tvSeries,Zip Zip,Zip Zip,0.0,2015.0,,30.0,"Adventure,Animation,Comedy",7.4,94.0,0.0,0.7594936708860759,0.03125,0.000123941810761,0.3147659538071206,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,49.041,7.3,3.0,1 Seasons,1
Young Robin Hood,26,Coproduction,1991.0,1992.0,2.0,Syndication,Traditional,1992.0,1.0,Golden Age (85-96),young robin hood,tt0202207,tvSeries,Young Robin Hood,Young Robin Hood,0.0,1991.0,1992.0,26.0,"Action,Adventure,Animation",6.9,151.0,0.0,0.6962025316455696,0.03125,0.0002060892899863,0.2894700349807244,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
Central Park,24,United States,2020.0,,2.0,Apple TV+,Flash,2023.0,3.0,Streaming Era (2010+),central park,tt8129006,tvSeries,Central Park,Central Park,0.0,2020.0,2022.0,25.0,"Animation,Comedy,Musical",6.9,4696.0,0.0,0.6962025316455696,0.03125,0.0067562698703222,0.2911075801258084,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,55.868,6.3,78.0,1 Seasons,1
Centaurworld,18,United States,2021.0,2021.0,2.0,Netflix,Traditional,2021.0,0.0,Streaming Era (2010+),centaurworld,tt10919290,tvSeries,Centaurworld,Centaurworld,0.0,2021.0,2021.0,25.0,"Adventure,Animation,Comedy",7.7,3248.0,0.0,0.7974683544303797,0.03125,0.0046694356612295,0.3310922006874592,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,31.542,7.4,75.0,1 Seasons,1
ReBoot: The Guardian Code,20,Canada,2018.0,2018.0,2.0,"YTV (CAN), Netflix (International)","CGI, Live-action",2018.0,0.0,Streaming Era (2010+),reboot: the guardian code,tt6849940,tvSeries,ReBoot: The Guardian Code,ReBoot: The Guardian Code,0.0,2018.0,2018.0,30.0,"Action,Comedy,Drama",3.8,1394.0,0.0,0.3037974683544303,0.03125,0.001997480810637,0.1329558575444314,0,0.0,,,0.0,,0,0.3037974683544303,0.0,0.0,0.060759493670886,0,0.0,,,,0
Pucca,117,Coproduction,2006.0,2009.0,2.0,"Jetix, Disney XD",Flash,2009.0,3.0,Modern (97-09),pucca,tt0795256,tvSeries,Pucca,Pucca,0.0,2004.0,2019.0,6.0,"Action,Animation,Comedy",6.6,5286.0,2.0,0.6582278481012657,0.03125,0.0076065683394967,0.2761302813253805,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Hot Streets,20,United States,2018.0,2019.0,2.0,Adult Swim,Flash,2019.0,1.0,Streaming Era (2010+),hot streets,tt7234598,tvSeries,Hot Streets,Hot Streets,0.0,2016.0,2019.0,10.0,"Action,Animation,Comedy",6.0,430.0,2.0,0.5822784810126581,0.03125,0.0006081795830366,0.2440009373008224,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
The Bob Clampett Show,26,United States,2000.0,2001.0,2.0,Cartoon Network,Traditional,2001.0,1.0,Modern (97-09),the bob clampett show,tt0290344,tvSeries,The Bob Clampett Show,The Bob Clampett Show,0.0,2000.0,,,"Animation,Documentary,Family",7.9,22.0,0.0,0.8227848101265822,0.03125,2.0176573844819093e-05,0.3400564681940941,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0
The Chica Show,26,United States,2012.0,2015.0,2.0,Sprout,Traditional,2015.0,3.0,Streaming Era (2010+),the chica show,tt2635374,tvSeries,The Chica Show,The Chica Show,0.0,2012.0,,,Family,5.4,116.0,0.0,0.5063291139240507,0.03125,0.0001556478553743,0.2135080575334638,0,0.0,,,0.0,,0,0.5063291139240507,0.0,0.0,0.1012658227848101,0,57.844,0.0,0.0,1 Seasons,1
Julius Jr.,52,United States,2013.0,2015.0,2.0,"Nick Jr., Discovery kids",Flash,2015.0,2.0,Streaming Era (2010+),julius jr.,tt3216154,tvSeries,Julius Jr.,Julius Jr.,0.0,2013.0,2015.0,11.0,Animation,4.8,116.0,0.0,0.430379746835443,0.03125,0.0001556478553743,0.1831283106980208,0,0.0,,,0.0,,0,0.430379746835443,0.0,0.0,0.0860759493670886,0,0.0,,,,0
Jungle Cubs,21,United States,1996.0,1998.0,2.0,ABC,Traditional,1998.0,2.0,Golden Age (85-96),jungle cubs,tt0124949,tvSeries,Jungle Cubs,Jungle Cubs,0.0,1996.0,1998.0,30.0,"Adventure,Animation,Comedy",6.1,835.0,0.0,0.5949367088607593,0.03125,0.0011918590406903,0.2492101483044763,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,0.0,,,,0
Justice League,52,United States,2001.0,2004.0,2.0,Cartoon Network,Traditional,2004.0,3.0,Modern (97-09),justice league,tt0275137,tvSeries,Justice League,Justice League,0.0,2001.0,2004.0,22.0,"Action,Adventure,Animation",8.5,57106.0,0.0,0.8987341772151897,0.03125,0.0822887152422486,0.391003349696638,1,29.0,4.64,2552.0,650.0,True,1,0.8987341772151897,0.0133882595262615,0.0220852949321517,0.1926317019155197,1,0.0,,,,0
Horrible Histories,26,United Kingdom,2001.0,2002.0,2.0,ABC1,Traditional,2002.0,1.0,Modern (97-09),horrible histories,tt0478486,tvSeries,Horrible Histories,Horrible Histories,0.0,2001.0,2003.0,24.0,"Adventure,Animation,Biography",7.1,186.0,0.0,0.721518987341772,0.03125,0.0002565307245984,0.2996092276178584,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
Hotel Transylvania: The Series,52,Coproduction,2017.0,2020.0,2.0,"Disney Channel, Teletoon",Toon Boom Harmony,2020.0,3.0,Streaming Era (2010+),hotel transylvania: the series,tt4858114,tvSeries,Hotel Transylvania: The Series,Hotel Transylvania,0.0,2017.0,2020.0,21.0,"Animation,Comedy,Family",5.6,1009.0,0.0,0.5316455696202531,0.03125,0.0014426250299045,0.2239563841055774,0,0.0,,,0.0,,0,0.5316455696202531,0.0,0.0,0.1063291139240506,0,136.731,6.3,32.0,1 Seasons,1
Hulk and the Agents of S.M.A.S.H.,52,United States,2013.0,2015.0,2.0,Disney XD,Traditional,2015.0,2.0,Streaming Era (2010+),hulk and the agents of s.m.a.s.h.,tt2455514,tvSeries,Hulk and the Agents of S.M.A.S.H.,Hulk and the Agents of S.M.A.S.H.,0.0,2013.0,2015.0,23.0,"Action,Adventure,Animation",6.1,3740.0,0.0,0.5949367088607593,0.03125,0.0053784981134903,0.2502568080726763,0,0.0,,,0.0,,0,0.5949367088607593,0.0,0.0,0.1189873417721518,0,0.0,,,,0
Hell Den,12,United States,2019.0,2020.0,2.0,"DrinkTV, Syfy",Flash,2020.0,1.0,Streaming Era (2010+),hell den,tt10318590,tvSeries,Hell Den,Hell Den,0.0,2019.0,2020.0,11.0,"Animation,Comedy,Short",5.5,53.0,0.0,0.5189873417721519,0.03125,6.48532730726328e-05,0.2185486500271289,0,0.0,,,0.0,,0,0.5189873417721519,0.0,0.0,0.1037974683544303,0,0.0,,,,0
The Triplets,104,Spain,1994.0,2003.0,2.0,"Teletoon, Disney Junior",Traditional,2003.0,9.0,Golden Age (85-96),the triplets,tt0283808,tvSeries,The Triplets,Les tres bessones,0.0,1995.0,2004.0,24.0,"Adventure,Animation,Family",6.2,513.0,1.0,0.6075949367088607,0.03125,0.0007277978422595,0.2541574241441091,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Chloe's Closet,52,United Kingdom,2010.0,2017.0,2.0,"CITV (United Kingdom), KiKA (Germany), Sprout",Flash,2017.0,7.0,Streaming Era (2010+),chloe's closet,tt1194725,tvSeries,Chloe's Closet,Chloe's Closet,0.0,2009.0,2016.0,11.0,"Adventure,Animation,Comedy",5.4,132.0,1.0,0.5063291139240507,0.03125,0.0001787067969112,0.213513822268848,0,0.0,,,0.0,,0,0.5063291139240507,0.0,0.0,0.1012658227848101,0,54.383,5.2,5.0,1 Seasons,1
Roboroach,52,Canada,2002.0,2003.0,2.0,Teletoon,Traditional,2003.0,1.0,Modern (97-09),roboroach,tt0364865,tvSeries,RoboRoach,RoboRoach,0.0,2001.0,2004.0,30.0,"Adventure,Animation,Comedy",6.8,970.0,1.0,0.6835443037974682,0.03125,0.0013864188599082,0.2847018262339643,0,0.0,,,0.0,,0,0.6835443037974682,0.0,0.0,0.1367088607594936,0,0.0,,,,0
The Stanley Dynamic,52,Canada,2015.0,2017.0,2.0,YTV,Traditional/Live-action,2017.0,2.0,Streaming Era (2010+),the stanley dynamic,tt3945802,tvSeries,The Stanley Dynamic,The Stanley Dynamic,0.0,2014.0,2017.0,,Comedy,4.3,219.0,1.0,0.3670886075949366,0.03125,0.0003040897915183,0.1578489654858542,0,0.0,,,0.0,,0,0.3670886075949366,0.0,0.0,0.0734177215189873,0,0.0,,,,0
Class of the Titans,52,Canada,2005.0,2008.0,2.0,Teletoon,Traditional,2008.0,3.0,Modern (97-09),class of the titans,tt0758577,tvSeries,Class of the Titans,Class of the Titans,0.0,2006.0,2008.0,23.0,"Action,Adventure,Animation",7.1,709.0,1.0,0.721518987341772,0.03125,0.001010269876087,0.2997976624057305,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
Bump in the Night,26,United States,1994.0,1995.0,2.0,ABC,Live-Action/Stop-Motion,1995.0,1.0,Golden Age (85-96),bump in the night,tt0162796,tvSeries,Bump in the Night,Bump in the Night,0.0,1994.0,1995.0,25.0,"Adventure,Animation,Comedy",7.9,761.0,0.0,0.8227848101265822,0.03125,0.001085211436082,0.3403227269096534,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0
Samurai Rabbit: The Usagi Chronicles,20,United States,2022.0,,2.0,Netflix,CGI,2023.0,1.0,Streaming Era (2010+),samurai rabbit: the usagi chronicles,tt12717354,tvSeries,Samurai Rabbit: The Usagi Chronicles,Samurai Rabbit: The Usagi Chronicles,0.0,2022.0,2022.0,25.0,"Action,Adventure,Animation",6.4,654.0,0.0,0.6329113924050632,0.03125,0.0009310047645537,0.2643348081531637,0,0.0,,,0.0,,0,0.6329113924050632,0.0,0.0,0.1265822784810126,0,33.937,6.1,31.0,1 Seasons,1
Petals,55,Australia,1998.0,1999.0,2.0,ABC,Traditional,1999.0,1.0,Modern (97-09),petals,tt0259151,tvSeries,Petals,Petals,0.0,1998.0,1999.0,,"Animation,Family,Fantasy",8.7,10.0,0.0,0.924050632911392,0.03125,2.8823676921170123e-06,0.3805584737564799,1,0.0,,,0.0,,0,0.924050632911392,0.0,0.0,0.1848101265822784,1,0.0,,,,0
Pickle and Peanut,42,United States,2015.0,2018.0,2.0,Disney XD,Flash,2018.0,3.0,Streaming Era (2010+),pickle and peanut,tt3824018,tvSeries,Pickle and Peanut,Pickle and Peanut,0.0,2015.0,2018.0,30.0,"Adventure,Animation,Comedy",4.6,1921.0,0.0,0.4050632911392404,0.03125,0.0027569846975099,0.1736520626300736,0,0.0,,,0.0,,0,0.4050632911392404,0.0,0.0,0.081012658227848,0,0.0,,,,0
Pig Goat Banana Cricket,40,United States,2015.0,2018.0,2.0,"Nickelodeon (2015–16), Nicktoons (2016–18)",Flash,2018.0,3.0,Streaming Era (2010+),pig goat banana cricket,tt3218114,tvSeries,Pig Goat Banana Cricket,Pig Goat Banana Cricket,0.0,2015.0,2017.0,22.0,"Animation,Comedy",3.5,1146.0,0.0,0.2658227848101265,0.03125,0.0016400672168145,0.1176766307282542,0,0.0,,,0.0,,0,0.2658227848101265,0.0,0.0,0.0531645569620253,0,50.403,3.8,10.0,1 Seasons,1
Cleo & Cuquin,78,Spain Mexico,2018.0,2020.0,2.0,Clan TV,CGI,2020.0,2.0,Streaming Era (2010+),cleo & cuquin,tt7956374,tvSeries,Cleo & Cuquin,Cleo & Cuquin,0.0,2018.0,,7.0,"Animation,Family",7.0,157.0,0.0,0.7088607594936708,0.03125,0.0002147363930627,0.2945354878957339,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,59.221,6.5,14.0,1 Seasons,1
Clifford the Big Red Dog,65,Coproduction,2000.0,2003.0,2.0,PBS Kids,Traditional,2003.0,3.0,Modern (97-09),clifford the big red dog,tt0233041,tvSeries,Clifford the Big Red Dog,Clifford the Big Red Dog,0.0,2000.0,2003.0,30.0,"Animation,Comedy,Family",6.5,6367.0,0.0,0.6455696202531644,0.03125,0.009164488077086,0.2714564701205373,0,3.0,4.73,0.0,150.0,True,1,0.6455696202531644,0.0030895983522142,0.0,0.1308132031443507,0,0.0,,,,0
Cloudy with a Chance of Meatballs,104,Coproduction,2017.0,2018.0,2.0,"Cartoon Network, YTV",Flash,2018.0,1.0,Streaming Era (2010+),cloudy with a chance of meatballs,tt4123482,tvSeries,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,0.0,2017.0,2022.0,30.0,"Adventure,Animation,Comedy",3.6,974.0,0.0,0.2784810126582278,0.03125,0.0013921835952925,0.1226779509621142,0,0.0,,,0.0,,0,0.2784810126582278,0.0,0.0,0.0556962025316455,0,57.105,5.3,16.0,1 Seasons,1
Pippi Longstocking,26,Coproduction,1997.0,1997.0,2.0,Teletoon,Traditional,1997.0,0.0,Modern (97-09),pippi longstocking,tt0163482,tvSeries,Pippi Longstocking,Pippi Longstocking,0.0,1997.0,1998.0,30.0,"Adventure,Animation,Comedy",6.2,783.0,0.0,0.6075949367088607,0.03125,0.0011169174806953,0.2542547040537181,0,1.0,4.7,0.0,0.0,True,1,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0
Rob the Robot,104,Canada,2010.0,2017.0,2.0,"TVOKids, Discovery Kids",CGI,2017.0,7.0,Streaming Era (2010+),rob the robot,tt1787439,tvSeries,Rob the Robot,Rob the Robot,0.0,2010.0,2013.0,15.0,"Adventure,Animation,Comedy",7.0,115.0,0.0,0.7088607594936708,0.03125,0.0001542066715282,0.2945203554653504,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,42.798,3.5,2.0,1 Seasons,1
Robin,30,Sweden,1996.0,1996.0,2.0,Teletoon Detour,Traditional,1996.0,0.0,Golden Age (85-96),robin,tt0149516,tvSeries,Robin,Robin,0.0,1996.0,1996.0,5.0,"Animation,Comedy",7.0,283.0,0.0,0.7088607594936708,0.03125,0.000396325557666,0.2945808851868848,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0
Butterbean's Café,60,Coproduction,2018.0,2020.0,2.0,Nick Jr.,CGI,2020.0,2.0,Streaming Era (2010+),butterbean's café,tt7833624,tvSeries,Butterbean's Café,Butterbean's Café,0.0,2018.0,2025.0,22.0,"Animation,Family,Fantasy",6.6,255.0,0.0,0.6582278481012657,0.03125,0.0003559724099764,0.2743176323430004,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,61.464,6.3,6.0,1 Seasons,1
Buzz Lightyear of Star Command,65,United States,2000.0,2001.0,2.0,Toon Disney,Traditional,2001.0,1.0,Modern (97-09),buzz lightyear of star command,tt0260602,tvSeries,Buzz Lightyear of Star Command,Buzz Lightyear of Star Command,0.0,2000.0,2001.0,30.0,"Action,Adventure,Animation",6.7,4367.0,0.0,0.670886075949367,0.03125,0.006282120384969,0.280862460475989,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
